image_path,scene_label,timestamp
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3780).jpg,accident,2025-06-28T18:12:40.938575
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3781).jpg,accident,2025-06-28T18:12:40.938577
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3782).jpg,accident,2025-06-28T18:12:40.938579
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3783).jpg,accident,2025-06-28T18:12:40.938581
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3784).jpg,accident,2025-06-28T18:12:40.938583
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3785).jpg,accident,2025-06-28T18:12:40.938585
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3786).jpg,accident,2025-06-28T18:12:40.938587
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3787).jpg,accident,2025-06-28T18:12:40.938589
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3788).jpg,accident,2025-06-28T18:12:40.938591
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3789).jpg,accident,2025-06-28T18:12:40.938593
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (379).jpg,accident,2025-06-28T18:12:40.938595
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3790).jpg,accident,2025-06-28T18:12:40.938597
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3791).jpg,accident,2025-06-28T18:12:40.938598
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3792).jpg,accident,2025-06-28T18:12:40.938600
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3793).jpg,accident,2025-06-28T18:12:40.938602
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3794).jpg,accident,2025-06-28T18:12:40.938604
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3795).jpg,accident,2025-06-28T18:12:40.938606
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3796).jpg,accident,2025-06-28T18:12:40.938608
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3797).jpg,accident,2025-06-28T18:12:40.938610
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3798).jpg,accident,2025-06-28T18:12:40.938612
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3799).jpg,accident,2025-06-28T18:12:40.938614
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (38).jpg,accident,2025-06-28T18:12:40.938616
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (380).jpg,accident,2025-06-28T18:12:40.938618
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3800).jpg,accident,2025-06-28T18:12:40.938619
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3801).jpg,accident,2025-06-28T18:12:40.938621
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3802).jpg,accident,2025-06-28T18:12:40.938623
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3803).jpg,accident,2025-06-28T18:12:40.938625
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3804).jpg,accident,2025-06-28T18:12:40.938627
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3805).jpg,accident,2025-06-28T18:12:40.938629
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3806).jpg,accident,2025-06-28T18:12:40.938631
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3807).jpg,accident,2025-06-28T18:12:40.938633
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3808).jpg,accident,2025-06-28T18:12:40.938635
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3809).jpg,accident,2025-06-28T18:12:40.938637
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (381).jpg,accident,2025-06-28T18:12:40.938639
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3810).jpg,accident,2025-06-28T18:12:40.938641
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3811).jpg,accident,2025-06-28T18:12:40.938642
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3812).jpg,accident,2025-06-28T18:12:40.938644
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3813).jpg,accident,2025-06-28T18:12:40.938646
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3814).jpg,accident,2025-06-28T18:12:40.938648
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3815).jpg,accident,2025-06-28T18:12:40.938650
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3816).jpg,accident,2025-06-28T18:12:40.938652
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3817).jpg,accident,2025-06-28T18:12:40.938654
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3818).jpg,accident,2025-06-28T18:12:40.938656
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3819).jpg,accident,2025-06-28T18:12:40.938658
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (382).jpg,accident,2025-06-28T18:12:40.938660
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3820).jpg,accident,2025-06-28T18:12:40.938662
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3821).jpg,accident,2025-06-28T18:12:40.938669
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3822).jpg,accident,2025-06-28T18:12:40.938671
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3823).jpg,accident,2025-06-28T18:12:40.938674
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3824).jpg,accident,2025-06-28T18:12:40.938675
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3825).jpg,accident,2025-06-28T18:12:40.938677
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3826).jpg,accident,2025-06-28T18:12:40.938680
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3827).jpg,accident,2025-06-28T18:12:40.938682
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3828).jpg,accident,2025-06-28T18:12:40.938684
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3829).jpg,accident,2025-06-28T18:12:40.938686
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (383).jpg,accident,2025-06-28T18:12:40.938688
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3830).jpg,accident,2025-06-28T18:12:40.938690
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3831).jpg,accident,2025-06-28T18:12:40.938692
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3832).jpg,accident,2025-06-28T18:12:40.938694
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3833).jpg,accident,2025-06-28T18:12:40.938696
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3834).jpg,accident,2025-06-28T18:12:40.938698
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3835).jpg,accident,2025-06-28T18:12:40.938700
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3836).jpg,accident,2025-06-28T18:12:40.938701
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3837).jpg,accident,2025-06-28T18:12:40.938703
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3838).jpg,accident,2025-06-28T18:12:40.938705
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3839).jpg,accident,2025-06-28T18:12:40.938707
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (384).jpg,accident,2025-06-28T18:12:40.938709
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3840).jpg,accident,2025-06-28T18:12:40.938711
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3841).jpg,accident,2025-06-28T18:12:40.938713
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3842).jpg,accident,2025-06-28T18:12:40.938715
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3843).jpg,accident,2025-06-28T18:12:40.938717
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3844).jpg,accident,2025-06-28T18:12:40.938719
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3845).jpg,accident,2025-06-28T18:12:40.938721
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3846).jpg,accident,2025-06-28T18:12:40.938723
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3847).jpg,accident,2025-06-28T18:12:40.938725
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3848).jpg,accident,2025-06-28T18:12:40.938726
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3849).jpg,accident,2025-06-28T18:12:40.938728
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (385).jpg,accident,2025-06-28T18:12:40.938730
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3850).jpg,accident,2025-06-28T18:12:40.938732
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3851).jpg,accident,2025-06-28T18:12:40.938734
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3852).jpg,accident,2025-06-28T18:12:40.938736
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3853).jpg,accident,2025-06-28T18:12:40.938738
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3854).jpg,accident,2025-06-28T18:12:40.938740
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3855).jpg,accident,2025-06-28T18:12:40.938742
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3856).jpg,accident,2025-06-28T18:12:40.938744
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3857).jpg,accident,2025-06-28T18:12:40.938746
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3858).jpg,accident,2025-06-28T18:12:40.938748
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3859).jpg,accident,2025-06-28T18:12:40.938750
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (386).jpg,accident,2025-06-28T18:12:40.938752
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3860).jpg,accident,2025-06-28T18:12:40.938754
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3861).jpg,accident,2025-06-28T18:12:40.938756
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3862).jpg,accident,2025-06-28T18:12:40.938758
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3863).jpg,accident,2025-06-28T18:12:40.938760
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3864).jpg,accident,2025-06-28T18:12:40.938761
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3865).jpg,accident,2025-06-28T18:12:40.938763
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3866).jpg,accident,2025-06-28T18:12:40.938765
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3867).jpg,accident,2025-06-28T18:12:40.938767
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3868).jpg,accident,2025-06-28T18:12:40.938769
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3869).jpg,accident,2025-06-28T18:12:40.938771
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (387).jpg,accident,2025-06-28T18:12:40.938773
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3870).jpg,accident,2025-06-28T18:12:40.938775
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3871).jpg,accident,2025-06-28T18:12:40.938777
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3872).jpg,accident,2025-06-28T18:12:40.938779
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3873).jpg,accident,2025-06-28T18:12:40.938786
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3874).jpg,accident,2025-06-28T18:12:40.938788
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3875).jpg,accident,2025-06-28T18:12:40.938790
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3876).jpg,accident,2025-06-28T18:12:40.938792
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3877).jpg,accident,2025-06-28T18:12:40.938794
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3878).jpg,accident,2025-06-28T18:12:40.938796
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3879).jpg,accident,2025-06-28T18:12:40.938798
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (388).jpg,accident,2025-06-28T18:12:40.938800
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3880).jpg,accident,2025-06-28T18:12:40.938802
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3881).jpg,accident,2025-06-28T18:12:40.938804
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3882).jpg,accident,2025-06-28T18:12:40.938806
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3883).jpg,accident,2025-06-28T18:12:40.938808
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3884).jpg,accident,2025-06-28T18:12:40.938810
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3885).jpg,accident,2025-06-28T18:12:40.938812
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3886).jpg,accident,2025-06-28T18:12:40.938814
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3887).jpg,accident,2025-06-28T18:12:40.938816
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3888).jpg,accident,2025-06-28T18:12:40.938818
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3889).jpg,accident,2025-06-28T18:12:40.938819
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (389).jpg,accident,2025-06-28T18:12:40.938821
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3890).jpg,accident,2025-06-28T18:12:40.938823
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3891).jpg,accident,2025-06-28T18:12:40.938825
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3892).jpg,accident,2025-06-28T18:12:40.938827
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3893).jpg,accident,2025-06-28T18:12:40.938829
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3894).jpg,accident,2025-06-28T18:12:40.938831
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3895).jpg,accident,2025-06-28T18:12:40.938833
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3896).jpg,accident,2025-06-28T18:12:40.938835
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3897).jpg,accident,2025-06-28T18:12:40.938837
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3898).jpg,accident,2025-06-28T18:12:40.938839
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3899).jpg,accident,2025-06-28T18:12:40.938841
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (39).jpg,accident,2025-06-28T18:12:40.938843
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (390).jpg,accident,2025-06-28T18:12:40.938845
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3900).jpg,accident,2025-06-28T18:12:40.938846
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3901).jpg,accident,2025-06-28T18:12:40.938848
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3902).jpg,accident,2025-06-28T18:12:40.938850
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3903).jpg,accident,2025-06-28T18:12:40.938853
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3904).jpg,accident,2025-06-28T18:12:40.938855
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3905).jpg,accident,2025-06-28T18:12:40.938857
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3906).jpg,accident,2025-06-28T18:12:40.938859
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3907).jpg,accident,2025-06-28T18:12:40.938861
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3908).jpg,accident,2025-06-28T18:12:40.938862
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3909).jpg,accident,2025-06-28T18:12:40.938864
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (391).jpg,accident,2025-06-28T18:12:40.938867
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3910).jpg,accident,2025-06-28T18:12:40.938869
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3911).jpg,accident,2025-06-28T18:12:40.938871
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3912).jpg,accident,2025-06-28T18:12:40.938872
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3913).jpg,accident,2025-06-28T18:12:40.938875
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3914).jpg,accident,2025-06-28T18:12:40.938876
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3915).jpg,accident,2025-06-28T18:12:40.938879
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3916).jpg,accident,2025-06-28T18:12:40.938881
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3917).jpg,accident,2025-06-28T18:12:40.938882
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3918).jpg,accident,2025-06-28T18:12:40.938884
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3919).jpg,accident,2025-06-28T18:12:40.938886
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (392).jpg,accident,2025-06-28T18:12:40.938888
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3920).jpg,accident,2025-06-28T18:12:40.938890
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3921).jpg,accident,2025-06-28T18:12:40.938892
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3922).jpg,accident,2025-06-28T18:12:40.938894
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3923).jpg,accident,2025-06-28T18:12:40.938899
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3924).jpg,accident,2025-06-28T18:12:40.938907
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3925).jpg,accident,2025-06-28T18:12:40.938910
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3926).jpg,accident,2025-06-28T18:12:40.938911
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3927).jpg,accident,2025-06-28T18:12:40.938913
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3928).jpg,accident,2025-06-28T18:12:40.938915
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3929).jpg,accident,2025-06-28T18:12:40.938917
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (393).jpg,accident,2025-06-28T18:12:40.938919
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3930).jpg,accident,2025-06-28T18:12:40.938921
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3931).jpg,accident,2025-06-28T18:12:40.938923
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3932).jpg,accident,2025-06-28T18:12:40.938925
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3933).jpg,accident,2025-06-28T18:12:40.938927
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3934).jpg,accident,2025-06-28T18:12:40.938929
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3935).jpg,accident,2025-06-28T18:12:40.938931
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3936).jpg,accident,2025-06-28T18:12:40.938933
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3937).jpg,accident,2025-06-28T18:12:40.938935
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3938).jpg,accident,2025-06-28T18:12:40.938937
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3939).jpg,accident,2025-06-28T18:12:40.938939
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (394).jpg,accident,2025-06-28T18:12:40.938941
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3940).jpg,accident,2025-06-28T18:12:40.938943
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3941).jpg,accident,2025-06-28T18:12:40.938945
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3942).jpg,accident,2025-06-28T18:12:40.938947
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3943).jpg,accident,2025-06-28T18:12:40.938949
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3944).jpg,accident,2025-06-28T18:12:40.938951
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3945).jpg,accident,2025-06-28T18:12:40.938953
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3946).jpg,accident,2025-06-28T18:12:40.938954
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3947).jpg,accident,2025-06-28T18:12:40.938956
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3948).jpg,accident,2025-06-28T18:12:40.938958
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3949).jpg,accident,2025-06-28T18:12:40.938960
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (395).jpg,accident,2025-06-28T18:12:40.938962
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3950).jpg,accident,2025-06-28T18:12:40.938964
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (3951).jpg,accident,2025-06-28T18:12:40.938966
